,date,maximumTemp
0,01-16,11.461520737516132
1,02-16,11.715899569137932
2,03-16,16.045750619999996
3,04-16,13.190633394566666
4,05-16,19.203414111935484
5,06-16,24.183954518000004
6,07-16,26.320698924516126
7,08-16,25.91614099580646
8,09-16,23.664340351999996
9,10-16,19.311847909677425
10,11-16,12.681199997899999
11,12-16,11.3554537249
