,predicted_mean
7718,10.14973029482056
7719,10.14094860202339
7720,10.132174507273273
7721,10.123408003996273
7722,10.114649085624137
7723,10.105897745594296
7724,10.09715397734986
7725,10.08841777433961
7726,10.079689130018
7727,10.07096803784514
7728,10.0622544912868
7729,10.053548483814414
7730,10.04485000890505
7731,10.036159060041424
7732,10.027475630711898
7733,10.01879971441046
7734,10.01013130463673
7735,10.001470394895954
7736,9.992816978698993
7737,9.984171049562327
7738,9.975532601008045
7739,9.966901626563835
7740,9.958278119762992
7741,9.949662074144403
7742,9.941053483252546
7743,9.932452340637482
7744,9.923858639854858
7745,9.915272374465893
7746,9.906693538037375
7747,9.898122124141663
7748,9.889558126356674
7749,9.881001538265881
7750,9.87245235345831
7751,9.863910565528535
7752,9.855376168076669
7753,9.846849154708366
7754,9.83832951903481
7755,9.829817254672712
7756,9.821312355244308
7757,9.81281481437735
7758,9.804324625705108
7759,9.795841782866358
7760,9.787366279505374
7761,9.778898109271937
7762,9.77043726582132
7763,9.761983742814284
7764,9.753537533917076
7765,9.745098632801422
7766,9.736667033144528
7767,9.728242728629063
7768,9.719825712943166
7769,9.711415979780437
7770,9.703013522839932
7771,9.69461833582616
7772,9.686230412449074
7773,9.677849746424071
7774,9.669476331471987
7775,9.661110161319089
7776,9.65275122969707
7777,9.644399530343051
7778,9.63605505699957
7779,9.627717803414578
7780,9.619387763341436
7781,9.611064930538909
7782,9.602749298771164
7783,9.594440861807762
7784,9.586139613423654
7785,9.577845547399178
7786,9.569558657520053
7787,9.561278937577374
7788,9.55300638136761
7789,9.544740982692595
7790,9.536482735359527
7791,9.528231633180962
7792,9.519987669974808
7793,9.511750839564327
7794,9.503521135778119
7795,9.495298552450127
7796,9.487083083419627
7797,9.478874722531227
7798,9.47067346363486
7799,9.46247930058578
7800,9.454292227244558
7801,9.446112237477074
7802,9.437939325154522
7803,9.429773484153394
7804,9.421614708355479
7805,9.413462991647865
7806,9.405318327922922
7807,9.397180711078308
7808,9.389050135016962
7809,9.380926593647096
7810,9.372810080882195
7811,9.364700590641007
7812,9.356598116847547
7813,9.34850265343108
7814,9.340414194326126
7815,9.332332733472455
7816,9.32425826481508
7817,9.316190782304254
7818,9.308130279895458
7819,9.30007675154941
7820,9.292030191232048
7821,9.283990592914535
7822,9.275957950573249
7823,9.26793225818978
7824,9.259913509750925
7825,9.25190169924868
7826,9.243896820680245
7827,9.235898868048007
7828,9.22790783535955
7829,9.219923716627639
7830,9.211946505870218
7831,9.203976197110407
7832,9.1960127843765
7833,9.188056261701956
7834,9.180106623125395
7835,9.172163862690597
7836,9.164227974446497
7837,9.156298952447175
7838,9.148376790751858
7839,9.14046148342491
7840,9.132553024535833
7841,9.12465140815926
7842,9.11675662837495
7843,9.10886867926779
7844,9.100987554927775
7845,9.093113249450019
7846,9.085245756934743
7847,9.077385071487276
7848,9.069531187218045
7849,9.061684098242573
7850,9.053843798681472
7851,9.046010282660443
7852,9.038183544310272
7853,9.030363577766817
7854,9.022550377171015
7855,9.014743936668872
7856,9.006944250411458
7857,8.9991513125549
7858,8.991365117260386
7859,8.983585658694153
7860,8.975812931027487
7861,8.96804692843672
7862,8.960287645103218
7863,8.952535075213383
7864,8.944789212958646
7865,8.937050052535465
7866,8.929317588145318
7867,8.921591813994702
7868,8.913872724295125
7869,8.906160313263102
7870,8.898454575120155
7871,8.890755504092803
7872,8.883063094412563
7873,8.875377340315941
7874,8.86769823604443
7875,8.860025775844505
7876,8.852359953967621
7877,8.844700764670208
7878,8.837048202213658
7879,8.829402260864336
7880,8.821762934893563
7881,8.814130218577619
7882,8.806504106197735
7883,8.79888459204009
7884,8.79127167039581
7885,8.783665335560954
7886,8.77606558183652
7887,8.768472403528438
7888,8.760885794947562
7889,8.75330575040967
7890,8.745732264235457
7891,8.738165330750533
7892,8.730604944285417
7893,8.723051099175532
7894,8.715503789761204
7895,8.707963010387655
7896,8.700428755405
7897,8.692901019168243
7898,8.685379796037271
7899,8.67786508037685
7900,8.670356866556624
7901,8.662855148951103
7902,8.655359921939672
7903,8.647871179906575
7904,8.640388917240916
7905,8.63291312833665
7906,8.625443807592589
7907,8.617980949412386
7908,8.610524548204541
7909,8.603074598382385
7910,8.595631094364087
7911,8.588194030572646
7912,8.580763401435883
7913,8.573339201386442
7914,8.565921424861788
7915,8.55851006630419
7916,8.551105120160734
7917,8.543706580883304
7918,8.536314442928589
7919,8.52892870075807
7920,8.521549348838025
7921,8.514176381639517
7922,8.506809793638393
7923,8.499449579315277
7924,8.492095733155573
7925,8.484748249649453
7926,8.477407123291862
7927,8.470072348582498
7928,8.462743920025826
7929,8.455421832131066
7930,8.448106079412184
7931,8.440796656387894
7932,8.433493557581652
7933,8.426196777521655
7934,8.41890631074083
7935,8.41162215177684
7936,8.40434429517207
7937,8.397072735473628
7938,8.389807467233341
7939,8.38254848500775
7940,8.375295783358101
7941,8.368049356850353
7942,8.360809200055161
7943,8.35357530754788
7944,8.346347673908557
7945,8.339126293721929
7946,8.331911161577418
7947,8.32470227206913
7948,8.317499619795846
7949,8.31030319936102
7950,8.303113005372772
7951,8.295929032443897
7952,8.288751275191842
7953,8.281579728238714
7954,8.274414386211273
7955,8.267255243740927
7956,8.260102295463732
7957,8.25295553602038
7958,8.245814960056205
7959,8.238680562221171
7960,8.231552337169873
7961,8.22443027956153
7962,8.217314384059978
7963,8.210204645333679
7964,8.2031010580557
7965,8.196003616903717
7966,8.188912316560014
7967,8.181827151711476
7968,8.174748117049585
7969,8.167675207270415
7970,8.160608417074629
7971,8.153547741167475
7972,8.146493174258783
7973,8.139444711062957
7974,8.132402346298981
7975,8.125366074690403
7976,8.118335890965335
7977,8.111311789856455
7978,8.104293766100993
7979,8.097281814440736
7980,8.09027592962202
7981,8.08327610639573
7982,8.076282339517283
7983,8.069294623746643
7984,8.062312953848306
7985,8.055337324591292
7986,8.048367730749153
7987,8.04140416709996
7988,8.034446628426306
7989,8.027495109515293
7990,8.020549605158537
7991,8.013610110152161
7992,8.006676619296785
7993,7.999749127397533
7994,7.9928276292640215
7995,7.985912119710358
7996,7.979002593555138
7997,7.972099045621437
7998,7.965201470736813
7999,7.958309863733296
8000,7.951424219447391
8001,7.944544532720069
8002,7.937670798396765
8003,7.930803011327373
8004,7.923941166366242
8005,7.917085258372175
8006,7.910235282208424
8007,7.903391232742681
8008,7.896553104847084
8009,7.889720893398205
8010,7.882894593277048
8011,7.8760741993690475
8012,7.869259706564064
8013,7.862451109756377
8014,7.855648403844687
8015,7.8488515837321025
8016,7.842060644326147
8017,7.835275580538749
8018,7.828496387286238
8019,7.821723059489342
8020,7.814955592073185
8021,7.808193979967281
8022,7.801438218105531
8023,7.794688301426221
8024,7.787944224872013
8025,7.781205983389948
8026,7.774473571931437
8027,7.76774698545226
8028,7.761026218912561
8029,7.754311267276845
8030,7.747602125513973
8031,7.74089878859716
8032,7.7342012515039675
8033,7.727509509216306
8034,7.720823556720426
8035,7.714143389006917
8036,7.707469001070702
8037,7.700800387911035
8038,7.694137544531495
8039,7.687480465939985
8040,7.680829147148727
8041,7.67418358317426
8042,7.667543769037434
8043,7.6609096997634065
8044,7.654281370381639
8045,7.647658775925894
8046,7.64104191143423
8047,7.634430771949001
8048,7.627825352516848
8049,7.6212256481887
8050,7.614631654019766
8051,7.608043365069533
8052,7.601460776401765
8053,7.594883883084495
8054,7.588312680190024
8055,7.581747162794915
8056,7.575187325979995
8057,7.568633164830341
8058,7.562084674435287
8059,7.555541849888415
8060,7.54900468628755
8061,7.542473178734763
8062,7.535947322336357
8063,7.529427112202873
8064,7.522912543449081
8065,7.516403611193979
8066,7.509900310560786
8067,7.503402636676941
8068,7.4969105846741
8069,7.490424149688132
8070,7.483943326859112
8071,7.477468111331322
8072,7.470998498253243
8073,7.464534482777555
8074,7.458076060061132
8075,7.451623225265037
8076,7.445175973554523
8077,7.438734300099023
8078,7.43229820007215
8079,7.425867668651694
8080,7.419442701019617
8081,7.413023292362047
8082,7.406609437869283
8083,7.400201132735777
8084,7.393798372160147
8085,7.387401151345159
8086,7.381009465497734
8087,7.374623309828939
8088,7.368242679553982
8089,7.361867569892214
8090,7.35549797606712
8091,7.34913389330632
8092,7.3427753168415615
8093,7.336422241908718
8094,7.330074663747784
8095,7.323732577602873
8096,7.317395978722215
8097,7.311064862358149
8098,7.304739223767124
8099,7.29841905820969
8100,7.292104360950501
8101,7.285795127258305
8102,7.2794913524059455
8103,7.273193031670357
8104,7.266900160332559
8105,7.260612733677656
8106,7.254330746994825
8107,7.2480541955773266
8108,7.241783074722491
8109,7.235517379731718
8110,7.22925710591047
8111,7.223002248568274
8112,7.216752803018714
8113,7.21050876457943
8114,7.2042701285721105
8115,7.198036890322495
8116,7.191809045160366
8117,7.185586588419547
8118,7.179369515437897
8119,7.17315782155731
8120,7.166951502123711
8121,7.16075055248705
8122,7.154554968001302
8123,7.148364744024462
8124,7.142179875918541
8125,7.136000359049559
8126,7.129826188787552
8127,7.123657360506559
8128,7.117493869584619
8129,7.111335711403772
8130,7.1051828813500535
8131,7.099035374813493
8132,7.092893187188105
8133,7.086756313871893
8134,7.080624750266839
8135,7.074498491778904
8136,7.068377533818026
8137,7.0622618717981105
8138,7.056151501137036
8139,7.05004641725664
8140,7.043946615582724
8141,7.037852091545048
8142,7.031762840577324
8143,7.025678858117217
8144,7.019600139606338
8145,7.013526680490242
8146,7.007458476218424
8147,7.001395522244319
8148,6.995337814025293
8149,6.9892853470226415
8150,6.983238116701592
8151,6.97719611853129
8152,6.971159347984804
8153,6.965127800539118
8154,6.959101471675131
8155,6.953080356877649
8156,6.947064451635388
8157,6.9410537514409665
8158,6.935048251790902
8159,6.929047948185609
8160,6.923052836129393
8161,6.91706291113045
8162,6.911078168700865
8163,6.9050986043566045
8164,6.899124213617515
8165,6.893154992007318
8166,6.887190935053609
8167,6.881232038287854
8168,6.875278297245382
8169,6.869329707465388
8170,6.863386264490925
8171,6.857447963868903
8172,6.851514801150087
8173,6.845586771889085
8174,6.839663871644358
8175,6.833746095978206
8176,6.827833440456771
8177,6.8219259006500295
8178,6.816023472131791
8179,6.810126150479696
8180,6.80423393127521
8181,6.798346810103621
8182,6.792464782554039
8183,6.7865878442193885
8184,6.780715990696407
8185,6.7748492175856425
8186,6.76898752049145
8187,6.763130895021987
8188,6.757279336789209
8189,6.751432841408871
8190,6.745591404500519
8191,6.739755021687492
8192,6.733923688596914
8193,6.7280974008596885
8194,6.722276154110507
8195,6.716459943987834
8196,6.710648766133907
8197,6.704842616194734
8198,6.69904148982009
8199,6.693245382663515
8200,6.687454290382312
8201,6.681668208637537
8202,6.675887133094
8203,6.6701110594202655
8204,6.664339983288643
8205,6.658573900375188
8206,6.6528128063596945
8207,6.647056696925699
8208,6.641305567760467
8209,6.635559414555001
8210,6.629818233004026
8211,6.624082018805996
8212,6.618350767663086
8213,6.612624475281189
8214,6.606903137369914
8215,6.601186749642582
8216,6.595475307816223
8217,6.58976880761157
8218,6.584067244753062
8219,6.578370614968836
8220,6.5726789139907265
8221,6.566992137554257
8222,6.561310281398644
8223,6.555633341266789
8224,6.549961312905279
8225,6.544294192064379
8226,6.538631974498031
8227,6.532974655963852
8228,6.5273222322231295
8229,6.521674699040815
8230,6.51603205218553
8231,6.510394287429552
8232,6.504761400548819
8233,6.4991333873229244
8234,6.493510243535111
8235,6.48789196497227
8236,6.48227854742494
8237,6.4766699866873
8238,6.471066278557168
8239,6.465467418835998
8240,6.459873403328876
8241,6.45428422784452
8242,6.44869988819527
8243,6.443120380197094
8244,6.4375456996695775
8245,6.431975842435923
8246,6.426410804322948
8247,6.42085058116108
8248,6.415295168784352
8249,6.409744563030404
8250,6.404198759740479
8251,6.398657754759414
8252,6.393121543935644
8253,6.3875901231211945
8254,6.382063488171681
8255,6.376541634946305
8256,6.371024559307848
8257,6.365512257122674
8258,6.3600047242607225
8259,6.354501956595506
8260,6.349003950004108
8261,6.343510700367178
8262,6.338022203568931
8263,6.332538455497144
8264,6.327059452043149
8265,6.321585189101834
8266,6.316115662571641
8267,6.310650868354557
8268,6.305190802356116
8269,6.2997354604853975
8270,6.294284838655017
8271,6.288838932781127
8272,6.283397738783416
8273,6.277961252585098
8274,6.27252947011292
8275,6.2671023872971485
8276,6.261680000071575
8277,6.2562623043735055
8278,6.2508492961437625
8279,6.245440971326682
8280,6.240037325870107
8281,6.23463835572539
8282,6.2292440568473815
8283,6.223854425194434
8284,6.218469456728399
8285,6.213089147414619
8286,6.207713493221929
8287,6.202342490122651
8288,6.196976134092591
8289,6.191614421111037
8290,6.186257347160758
8291,6.180904908227998
8292,6.175557100302472
8293,6.1702139193773675
8294,6.164875361449335
8295,6.159541422518492
8296,6.154212098588417
8297,6.148887385666141
8298,6.143567279762157
8299,6.138251776890407
8300,6.132940873068278
8301,6.127634564316608
8302,6.122332846659676
8303,6.117035716125199
8304,6.111743168744334
8305,6.10645520055167
8306,6.101171807585229
8307,6.095892985886458
8308,6.09061873150023
8309,6.085349040474842
8310,6.080083908862008
8311,6.074823332716858
8312,6.069567308097935
8313,6.064315831067194
8314,6.059068897689997
8315,6.053826504035109
8316,6.048588646174695
8317,6.043355320184322
8318,6.038126522142951
8319,6.0329022481329355
8320,6.0276824942400165
8321,6.022467256553325
8322,6.0172565311653745
8323,6.012050314172059
8324,6.006848601672651
8325,6.001651389769796
8326,5.996458674569514
8327,5.991270452181194
8328,5.986086718717589
8329,5.9809074702948175
8330,5.9757327030323575
8331,5.970562413053045
8332,5.96539659648307
8333,5.960235249451975
8334,5.955078368092648
8335,5.949925948541328
8336,5.944777986937592
8337,5.939634479424361
8338,5.934495422147894
8339,5.929360811257778
8340,5.924230642906939
8341,5.919104913251626
8342,5.913983618451417
8343,5.908866754669211
8344,5.903754318071227
8345,5.898646304827001
8346,5.893542711109385
8347,5.888443533094538
8348,5.883348766961933
8349,5.878258408894345
8350,5.873172455077853
8351,5.868090901701836
8352,5.86301374495897
8353,5.857940981045223
8354,5.852872606159858
8355,5.847808616505423
8356,5.842749008287754
8357,5.837693777715968
8358,5.832642921002462
8359,5.8275964343629125
8360,5.822554314016269
8361,5.817516556184751
8362,5.8124831570938476
8363,5.807454112972314
8364,5.802429420052167
8365,5.7974090745686855
8366,5.7923930727604045
8367,5.787381410869114
8368,5.782374085139853
8369,5.777371091820914
8370,5.772372427163833
8371,5.767378087423388
8372,5.762388068857601
8373,5.757402367727728
8374,5.752420980298262
8375,5.747443902836926
8376,5.742471131614676
8377,5.73750266290569
8378,5.732538492987372
8379,5.727578618140346
8380,5.722623034648456
8381,5.717671738798758
8382,5.7127247268815236
8383,5.707781995190231
8384,5.702843540021569
8385,5.697909357675428
8386,5.692979444454899
8387,5.688053796666274
8388,5.683132410619041
8389,5.678215282625879
8390,5.673302409002659
8391,5.668393786068439
8392,5.663489410145461
8393,5.65858927755915
8394,5.6536933846381086
8395,5.648801727714117
8396,5.643914303122132
8397,5.639031107200278
8398,5.634152136289848
8399,5.629277386735303
8400,5.624406854884265
8401,5.619540537087516
8402,5.614678429698996
8403,5.609820529075797
8404,5.604966831578166
8405,5.600117333569498
8406,5.595272031416335
8407,5.590430921488361
8408,5.585594000158405
8409,5.580761263802431
8410,5.57593270879954
8411,5.571108331531963
8412,5.566288128385065
8413,5.5614720957473365
8414,5.556660230010392
8415,5.551852527568968
8416,5.547048984820923
8417,5.542249598167228
8418,5.537454364011973
8419,5.532663278762355
8420,5.527876338828682
8421,5.523093540624368
8422,5.518314880565928
8423,5.513540355072978
8424,5.508769960568232
8425,5.504003693477501
8426,5.499241550229687
8427,5.494483527256781
8428,5.489729620993863
8429,5.484979827879096
8430,5.480234144353725
8431,5.475492566862073
8432,5.470755091851539
8433,5.4660217157726
8434,5.4612924350788
8435,5.456567246226753
8436,5.451846145676139
8437,5.447129129889701
8438,5.442416195333242
8439,5.437707338475622
8440,5.433002555788757
8441,5.428301843747619
8442,5.423605198830223
8443,5.418912617517636
8444,5.414224096293971
8445,5.409539631646378
8446,5.404859220065051
8447,5.400182858043216
8448,5.395510542077138
8449,5.390842268666109
8450,5.386178034312455
8451,5.3815178355215245
8452,5.3768616688016895
8453,5.372209530664344
8454,5.367561417623902
8455,5.36291732619779
8456,5.358277252906451
8457,5.353641194273335
8458,5.349009146824903
8459,5.344381107090621
8460,5.339757071602957
8461,5.335137036897379
8462,5.330520999512352
8463,5.325908955989338
8464,5.321300902872787
8465,5.316696836710145
8466,5.312096754051841
8467,5.3075006514512895
8468,5.302908525464887
8469,5.29832037265201
8470,5.293736189575011
8471,5.289155972799216
8472,5.284579718892928
8473,5.2800074244274136
8474,5.275439085976907
8475,5.270874700118607
8476,5.266314263432674
8477,5.261757772502228
8478,5.257205223913342
8479,5.252656614255049
8480,5.248111940119328
8481,5.243571198101108
8482,5.239034384798265
8483,5.234501496811617
8484,5.229972530744924
8485,5.225447483204885
8486,5.220926350801134
8487,5.216409130146239
8488,5.211895817855698
8489,5.2073864105479375
8490,5.20288090484431
